id_curso,nome,descricao,valor,duracao
1698, Evolve Cross-Platform Functionalities, Dolore et quae aspernatur repellat. Asperiores dolore magnam. Sunt dolorum praesentium voluptate., 426.00, 42
1699, Unleash Compelling Portals, Quod quae iste nobis. Est architecto nemo eveniet., 435.00, 162
1700, Orchestrate Frictionless Convergence, Quod esse esse consequuntur sunt. Vel voluptatibus rem voluptas quas molestias., 114.00, 176
1701, Enhance Distributed Content, Aliquid corrupti culpa velit non. Est perspiciatis ab distinctio.\nCulpa quam libero in porro., 86.00, 95
1702, Benchmark End-To-End Roi, Neque eos rem saepe ad in. Unde esse iure amet., 344.00, 149
1703, Orchestrate One-To-One Networks, Exercitationem omnis omnis ex., 465.00, 85
1704, Enhance Open-Source Web-Readiness, Vero incidunt culpa eos natus tempora qui quia. Sit illum magni officia., 327.00, 72
1705, Utilize Granular Eyeballs, Perferendis libero aperiam eaque sit fuga. Laboriosam et voluptatum incidunt iste amet dolorem ab., 203.00, 20
1706, Implement One-To-One Partnerships, Vel cupiditate velit quod dolorum. Ex provident dicta. Quis voluptate nemo nisi nisi in quam culpa., 50.00, 37
1707, Mesh Bricks-And-Clicks Mindshare, Veniam quam in impedit quibusdam placeat. Corporis alias accusamus sit sint corporis quo., 227.00, 122
1708, Transform Bleeding-Edge Deliverables, Eius corporis sint ex fugit assumenda perspiciatis. Fugit incidunt modi., 298.00, 21
1709, Engage Enterprise Web Services, Consectetur facere ab occaecati eum.\nEius amet numquam illo odit recusandae in aperiam., 410.00, 198
1710, Exploit Cutting-Edge Functionalities, Distinctio labore atque natus. Id dolorem adipisci molestias porro vero excepturi., 292.00, 86
1711, Evolve Integrated Supply-Chains, Blanditiis ducimus inventore quasi. Dignissimos nobis maxime porro. Sequi accusamus iste quasi., 34.00, 106
1712, Synergize Dot-Com Partnerships, Itaque ducimus sit reprehenderit. Accusamus reiciendis vel quod., 68.00, 180
1713, Redefine Out-Of-The-Box E-Markets, Nulla earum voluptatibus possimus asperiores fuga. Corrupti minus commodi pariatur., 146.00, 55
1714, Optimize Proactive Communities, Debitis beatae earum sequi ipsa commodi voluptatem. Excepturi velit minima fugit ad culpa quisquam., 80.00, 175
1715, Repurpose Sticky Action-Items, Rem perspiciatis velit nam aliquid. Soluta nobis doloribus fugit eum., 380.00, 80
1716, Iterate Granular Bandwidth, Rerum officiis vel officia quisquam. Aliquam eligendi neque autem autem ratione., 441.00, 198
1717, Expedite Innovative Interfaces, Molestiae quidem odit eum., 301.00, 4
1718, Scale Holistic Experiences, Saepe sit voluptas. Necessitatibus nesciunt hic eos culpa voluptate delectus labore., 366.00, 9
1719, Engage Synergistic Schemas, Reiciendis quam tenetur possimus. Dolorum blanditiis officiis accusamus provident quos iure ullam., 138.00, 105
1720, Re-Contextualize Holistic Bandwidth, Quibusdam asperiores sunt consequatur architecto. Harum beatae velit., 38.00, 119
1721, Deploy Rich Applications, Ex asperiores ex itaque. Aut ipsa occaecati ratione. Tenetur laudantium qui ducimus eos labore., 284.00, 18
1722, Engage Magnetic Niches, Reprehenderit nemo id sequi et. Incidunt suscipit hic vel cupiditate molestias est., 360.00, 164
1723, Repurpose Viral Partnerships, Recusandae sit commodi nesciunt pariatur nulla consequatur libero. Voluptate porro consequuntur a., 429.00, 134
1724, Incentivize Frictionless Niches, Impedit earum minima ipsam nulla aspernatur. Nulla exercitationem laborum laboriosam tenetur., 75.00, 83
1725, Implement Cutting-Edge Schemas, Tempore illo tempore. Magnam vero nam tenetur quam., 74.00, 43
1726, E-Enable Wireless Niches, Accusamus ipsa ipsum animi nobis doloremque. Eius nemo laboriosam fugit maiores voluptas., 243.00, 160
1727, Revolutionize Back-End Systems, Porro rem soluta cum. Animi nemo at., 451.00, 93
1728, Architect Scalable Applications, Magni eaque iste ea quibusdam., 211.00, 24
1729, Deploy Seamless Supply-Chains, Dignissimos suscipit modi est rem. Aut temporibus ipsum eius., 320.00, 5
1730, Leverage One-To-One Roi, Quidem quo cumque. Sed ab fuga. Quia sapiente sequi sapiente ipsam perferendis porro., 357.00, 5
1731, Engage Frictionless Mindshare, Aut quos hic repellendus. Animi quaerat ad amet nisi doloremque consectetur., 463.00, 129
1732, Envisioneer Scalable E-Commerce, Modi eveniet vitae id neque. Cupiditate reprehenderit blanditiis., 362.00, 79
1733, Deliver World-Class Applications, Quaerat laboriosam libero aperiam eos illo iure. Rem praesentium quia repellendus nesciunt sunt., 167.00, 192
1734, Leverage Open-Source Portals, Quod consequuntur unde. Rerum totam modi at. Harum voluptate culpa ab cum., 487.00, 57
1735, Synthesize 24/7 E-Markets, Enim saepe aperiam. Nostrum ab error molestias., 423.00, 87
1736, Strategize Seamless Methodologies, Iusto dolorum consequatur et magni ipsam iste. Voluptatem ducimus illum., 394.00, 102
1737, Synergize Customized Markets, Facere ipsam optio nam architecto. Eligendi explicabo suscipit doloribus animi., 197.00, 32
1738, Reinvent Bleeding-Edge Architectures, Eos esse perferendis cumque libero. Recusandae sunt doloremque temporibus perspiciatis qui., 2.00, 180
1739, Maximize Back-End Technologies, Tempore autem consequuntur. Et a molestiae repellat sapiente., 141.00, 164
1740, Morph Dynamic Convergence, Illo corporis delectus eum quidem ratione inventore. Vero quasi dignissimos commodi., 150.00, 180
1741, Leverage Innovative Channels, Tempore accusamus dolores modi dolorem. Perferendis nihil impedit quisquam quos., 207.00, 122
1742, Leverage Mission-Critical Channels, Porro odit accusamus at ut soluta. Quod modi quod ipsam neque.\nImpedit perferendis sunt magnam., 409.00, 122
1743, Enhance Next-Generation Metrics, Incidunt eos dolor consectetur., 48.00, 130
1744, Incubate Dynamic Relationships, Est qui harum suscipit rem quae. Amet soluta provident illo mollitia cupiditate numquam earum., 500.00, 170
1745, Morph Integrated E-Tailers, Officiis qui illo odio. Nisi id perspiciatis molestiae., 296.00, 83
1746, Benchmark Proactive Technologies, Beatae quia sunt totam. Ullam eum officia harum sed., 321.00, 135
1747, Re-Contextualize E-Business Convergence, Numquam asperiores vero. Optio dicta voluptatem in., 284.00, 161
1748, Cultivate Clicks-And-Mortar Content, Eligendi adipisci dignissimos. Tempore sint quibusdam velit atque., 26.00, 70
1749, Integrate Efficient Applications, Dolorum harum quasi inventore., 279.00, 193
1750, Aggregate Back-End Applications, Laborum quas fuga quam pariatur nemo laboriosam veritatis. Non accusantium impedit aspernatur., 274.00, 103
1751, Enable Viral Portals, Aperiam nulla sint ipsa minus. Harum est unde quas a nisi., 181.00, 143
1752, Mesh Strategic E-Markets, Enim earum pariatur recusandae minima., 393.00, 71
1753, Exploit Leading-Edge Portals, Occaecati magnam ipsa amet. Quo quidem quae reiciendis. At dolor ipsum iusto ab dolorum vitae., 426.00, 28
1754, Redefine Web-Enabled Technologies, Illum velit inventore optio. Id incidunt id ullam voluptatibus veritatis., 388.00, 135
1755, Cultivate Cutting-Edge Info-Mediaries, Officia eum perferendis repellat rem., 290.00, 179
1756, E-Enable Wireless Architectures, Alias ex ipsa hic ab pariatur molestiae delectus. Quo atque eius quasi. Dolor labore voluptatem., 244.00, 179
1757, Mesh Strategic Experiences, Ut accusamus temporibus corporis explicabo. Nulla id sed itaque., 180.00, 57
1758, Iterate Ubiquitous Web Services, Nisi eveniet soluta quibusdam nam laborum doloribus. Numquam aut deserunt id at fuga nesciunt., 232.00, 106
1759, Exploit World-Class Functionalities, Voluptates doloribus sequi exercitationem maxime tenetur. Nam earum inventore odit ex., 210.00, 44
1760, Expedite Front-End Metrics, Voluptates eius alias. Quae officia quasi cumque hic., 430.00, 105
1761, Reinvent One-To-One Partnerships, Quae quisquam veniam quod ducimus totam odit. Nostrum id sunt est. Nobis fuga quo commodi., 433.00, 193
1762, Mesh Innovative Synergies, Explicabo aperiam modi provident facilis nobis nisi., 12.00, 69
1763, Morph E-Business Relationships, Voluptate itaque nisi ab aliquam inventore neque., 356.00, 177
1764, E-Enable Global Platforms, Earum ullam temporibus ipsam. Vitae minima temporibus ut voluptates expedita harum., 434.00, 44
1765, Grow Front-End E-Tailers, Voluptatum accusamus id laborum rem repellat harum at. Eius asperiores alias., 296.00, 17
1766, Whiteboard 24/7 E-Commerce, Natus veritatis impedit natus ipsa.\nTotam quisquam delectus., 125.00, 183
1767, Repurpose Global Content, Autem voluptates praesentium voluptas pariatur aliquam neque., 391.00, 110
1768, Envisioneer Global Channels, Dolorem autem nemo deleniti., 199.00, 196
1769, Transform Clicks-And-Mortar Info-Mediaries, Eius aperiam reprehenderit. Ipsa repellendus corrupti sit natus fuga nulla., 443.00, 158
1770, Leverage Web-Enabled Metrics, Dolores aut deserunt numquam., 54.00, 82
1771, Optimize Value-Added Supply-Chains, Accusamus eius dolore rem., 262.00, 121
1772, Deliver Turn-Key Metrics, Magnam praesentium repellendus dicta., 403.00, 125
1773, Evolve Magnetic Methodologies, Sapiente minus est aut deserunt. Eius aliquid nam distinctio perferendis nisi incidunt incidunt., 350.00, 54
1774, Monetize Strategic Eyeballs, Magnam excepturi laboriosam veniam corrupti. Dolor repellat cupiditate itaque., 30.00, 153
1775, Expedite Extensible Vortals, Cupiditate quibusdam culpa inventore nulla., 420.00, 78
1776, Empower User-Centric Applications, Dicta fuga quaerat at magnam atque. Numquam eos voluptatibus doloribus., 255.00, 125
1777, Strategize Virtual Info-Mediaries, Quia tempore et quo illum numquam laboriosam., 241.00, 155
1778, Mesh Viral Markets, A repellendus alias repellendus maxime. Facilis neque cupiditate animi a recusandae nobis., 335.00, 78
1779, Syndicate Synergistic Mindshare, Labore libero eveniet minima omnis nisi ut. Adipisci ex sed cumque blanditiis explicabo corporis., 92.00, 183
1780, Evolve One-To-One Roi, Maiores nisi eos blanditiis., 431.00, 171
1781, Unleash Dot-Com Niches, Repellat quae quos illo molestias totam error. Id impedit sunt velit blanditiis odit., 375.00, 74
1782, Benchmark B2C E-Commerce, Illo tempore aperiam distinctio. Accusamus laudantium nihil error., 36.00, 186
1783, Transition Bricks-And-Clicks E-Business, Praesentium exercitationem sit occaecati. Odit natus rem deleniti., 457.00, 62
1784, Syndicate Dynamic Niches, Modi ratione quia a dicta. Error alias quasi laborum corporis nobis., 75.00, 143
1785, Incentivize Impactful Info-Mediaries, Magni maxime praesentium dolores necessitatibus., 329.00, 20
1786, Synergize Cross-Platform Channels, Quae exercitationem cum quas veritatis omnis fugit., 219.00, 168
1787, Disintermediate Robust Action-Items, Unde tempora eos recusandae. Cum accusantium omnis sit voluptatum tempore qui sed., 329.00, 61
1788, Innovate Value-Added Roi, Deleniti dicta nesciunt quaerat in corporis. Fuga molestias inventore suscipit illo mollitia dolor., 314.00, 6
1789, Engineer Cross-Media Web Services, Tempore dignissimos dolores laborum cum facere. Culpa at numquam magni vitae accusamus sunt., 369.00, 77
1790, Reinvent B2B Vortals, Sunt fugiat mollitia minima recusandae illo. Consequuntur modi dignissimos ea et saepe., 438.00, 97
1791, Transform Integrated Interfaces, Deserunt sit nulla maxime veritatis quibusdam architecto culpa., 208.00, 175
1792, Whiteboard Compelling Supply-Chains, Molestiae molestiae doloremque blanditiis., 249.00, 39
1794, Utilize Clicks-And-Mortar E-Markets, Quidem praesentium non temporibus. Blanditiis ipsam neque aliquam odit., 17.00, 55
1795, Cultivate Ubiquitous Architectures, Eveniet dolores ea animi animi modi. Cumque consequatur necessitatibus repellat porro quidem., 379.00, 77
1796, Leverage World-Class Mindshare, Magni atque quo ex., 286.00, 42
1797, Productize Viral Infrastructures, Quia enim blanditiis et blanditiis. Totam blanditiis aut hic rem quis., 85.00, 71
1798, Grow Next-Generation Roi, Ea deleniti enim. Quod deleniti impedit soluta architecto aliquid optio., 334.00, 63
1799, Facilitate Wireless Bandwidth, Qui doloribus aliquam quidem sapiente ut eaque. Eligendi eos optio repellendus fugiat., 228.00, 162
1800, Redefine Impactful Paradigms, Non sit recusandae vero sint enim. Rem architecto quis debitis., 449.00, 160
1801, Engage Out-Of-The-Box Channels, Placeat animi harum tempore dolorum vitae. Sint consequuntur repudiandae ipsum., 257.00, 19
1802, Scale End-To-End Action-Items, Impedit fugiat possimus excepturi. Iure labore veniam natus eligendi magni., 353.00, 175
1803, Aggregate Innovative Schemas, Consectetur quam error perspiciatis., 365.00, 8
1804, Engage Leading-Edge E-Markets, Qui reprehenderit est beatae et impedit quis., 416.00, 128
1805, E-Enable Intuitive Deliverables, Ducimus illo nisi cupiditate hic. Ducimus sint at facilis numquam., 18.00, 130
1806, Deploy Granular Channels, Earum vero dignissimos quibusdam. Blanditiis temporibus quo distinctio eum a., 81.00, 190
1807, Matrix Magnetic Networks, Unde doloribus eveniet id quia fugit. Beatae inventore velit repellendus., 33.00, 40
1808, Whiteboard Clicks-And-Mortar Bandwidth, Maxime deserunt deserunt architecto ipsum. Laborum dicta ratione aspernatur., 409.00, 17
1809, Extend Bricks-And-Clicks Synergies, Neque mollitia ut sint incidunt sint. Voluptate id quam harum., 134.00, 199
1810, Empower Transparent Architectures, Molestias cumque beatae ad quia alias. Error reiciendis distinctio at esse neque., 169.00, 121
1811, Matrix User-Centric Vortals, Atque at nobis. Illo quaerat nesciunt temporibus. Amet quae eos asperiores. Fugiat in sed impedit., 185.00, 138
1812, Engineer Out-Of-The-Box Models, Consequatur cum rerum alias placeat. Molestiae odio esse corporis qui., 351.00, 160
1813, Empower Intuitive Convergence, Cum at laboriosam aut. Ullam voluptatem soluta officiis tempora alias inventore dicta., 319.00, 117
1814, Evolve Next-Generation Schemas, Quae eum sequi laborum. Culpa repellendus sapiente quas., 129.00, 171
1815, Drive Granular Web-Readiness, Labore perferendis expedita vero odio. Distinctio iure laborum minus., 153.00, 70
1816, Facilitate Cross-Platform Bandwidth, A voluptates quam. Eius ratione exercitationem., 109.00, 142
1817, Streamline Next-Generation E-Markets, Laboriosam harum culpa deserunt commodi. Accusantium aut aperiam eaque provident possimus., 304.00, 139
1818, Generate Seamless E-Markets, Iure veritatis ullam atque. Ipsum cupiditate eos., 166.00, 14
1819, Transform Vertical Channels, Accusamus modi deleniti expedita cum. Odit quasi sint maiores possimus eum eos non., 433.00, 130
1820, Revolutionize Innovative E-Markets, Expedita aliquam eum quia neque nemo. Tenetur iure a. Dolorem nam at culpa aspernatur., 113.00, 181
1821, Generate E-Business E-Business, Consequuntur quidem itaque nisi aspernatur praesentium., 359.00, 134
1822, Envisioneer Efficient Systems, Sunt saepe alias modi sit. Voluptatem voluptates cupiditate consequuntur tempore., 32.00, 106
1823, Optimize Dynamic Channels, Pariatur blanditiis unde voluptas tempora minima. Nihil magni eaque ea dolorem doloremque saepe., 256.00, 13
1824, Engage B2B Models, Reprehenderit vitae pariatur corporis quas pariatur sunt. Voluptas maiores placeat maiores., 272.00, 73
1825, Enable Impactful Infrastructures, Sequi omnis impedit incidunt. Animi ex quam tempora beatae similique., 456.00, 89
1826, Implement Bricks-And-Clicks Markets, Quaerat adipisci inventore facere quibusdam. Autem corporis aperiam numquam., 103.00, 118
1827, Drive Rich Web Services, Debitis ratione ut deleniti., 265.00, 55
1828, Integrate Interactive Web-Readiness, Doloribus dolor architecto saepe. Eveniet aut veniam natus exercitationem temporibus., 79.00, 55
1829, Engage Robust Models, Eum porro quis nisi quibusdam. Esse facere natus aliquid recusandae., 128.00, 192
1830, Transform Real-Time Communities, Tenetur dignissimos at officiis porro deleniti. Incidunt labore ut reiciendis odit quas., 338.00, 125
